payer,payee,amount0,amount1,opcode
4,554,95789,241,1
19,592,82346,378,1
23,276,57444,382,1
42,864,61273,453,1
19,841,16750,319,1
8,863,57050,131,1
481,906,99685,27,1
44,968,69220,300,1
21,830,80065,330,1
42,838,76521,445,1
27,471,1223,190,1
4,749,63954,298,1
33,266,22647,254,1
13,171,86120,48,1
851,360,24631,454,1
23,660,56142,479,1
44,576,97759,30,1
12,485,49623,241,1
893,234,18476,404,1
21,218,55966,456,1
56,442,9884,383,1
561,200,44860,71,1
30,90,79441,275,1
395,350,67323,181,1
56,541,83461,146,1
56,275,71515,443,1
42,920,72282,440,1
288,931,47226,424,1
560,573,59234,189,1
8,527,53214,261,1
44,154,80770,490,1
65,166,21206,97,1
27,1003,31815,329,1
8,864,73878,148,1
30,453,29441,23,1
42,1014,93327,243,1
30,185,70103,265,1
913,3,93208,77,1
65,394,9190,495,1
0,372,24051,183,1
44,307,4214,240,1
948,356,8978,210,1
174,213,38975,80,1
36,138,11164,173,1
44,151,54407,376,1
27,734,34006,416,1
4,940,36706,299,1
44,163,56958,459,1
6,293,7407,81,1
30,539,68501,363,1
282,455,5662,480,1
299,441,5582,306,1
36,189,28808,62,1
72,309,79917,377,1
6,868,65299,295,1
21,668,73705,474,1
0,979,30742,202,1
44,314,2697,352,1
8,470,55665,113,1
44,453,111,342,1
14,239,96712,356,1
19,645,66501,57,1
12,366,93958,342,1
99,491,5734,160,1
44,712,31107,40,1
0,632,26983,432,1
526,340,96697,136,1
0,220,22744,80,1
6,557,77204,201,1
30,602,14343,55,1
30,268,35510,256,1
27,882,17244,245,1
4,320,7819,40,1
179,954,30235,477,1
4,598,63566,172,1
16,963,59959,334,1
161,251,80625,404,1
56,333,76620,166,1
16,149,82637,398,1
19,147,68000,37,1
36,653,41766,268,1
30,787,41818,40,1
6,147,9870,100,1
16,199,12632,305,1
56,458,72842,472,1
211,954,80042,114,1
896,934,94729,267,1
42,537,12813,311,1
12,227,54520,470,1
33,804,41745,224,1
72,632,91889,475,1
33,161,43707,406,1
0,448,23997,90,1
33,848,64793,406,1
42,43,56341,312,1
12,219,76950,188,1
8,317,70436,419,1
21,884,50808,369,1
260,705,5193,204,1
42,683,22938,226,1
19,866,81597,265,1
6,639,96693,220,1
30,421,14773,155,1
8,376,54926,201,1
0,982,24213,267,1
161,473,58199,108,1
490,35,56040,363,1
23,745,83839,312,1
161,423,2314,206,1
19,354,91647,181,1
42,962,11458,13,1
36,396,95986,194,1
30,910,47926,417,1
16,910,63993,411,1
72,801,8804,249,1
14,883,95101,325,1
591,192,3378,183,1
0,631,50779,24,1
4,952,67818,73,1
14,706,92691,21,1
21,857,84324,76,1
33,668,23593,300,1
44,733,14030,261,1
30,425,15598,381,1
19,611,41141,118,1
72,798,62155,404,1
702,329,26079,133,1
36,700,67774,148,1
16,43,88112,403,1
6,332,46155,40,1
56,854,39238,446,1
8,329,99224,227,1
14,797,59137,346,1
161,739,46456,317,1
72,60,81430,471,1
33,384,39180,386,1
8,317,17859,242,1
44,770,82778,470,1
6,700,87075,312,1
19,255,45033,435,1
72,530,14273,203,1
819,357,66139,307,1
56,138,95227,413,1
44,20,56111,318,1
6,542,4322,414,1
33,534,676,343,1
56,240,36564,156,1
6,91,84031,28,1
56,365,1886,24,1
12,784,64092,310,1
4,163,47483,212,1
171,334,30782,287,1
19,824,1237,11,1
14,107,99453,112,1
4,790,16855,66,1
535,915,86893,34,1
441,899,84288,110,1
250,372,16247,302,1
36,957,89197,286,1
30,71,25599,219,1
36,11,58832,247,1
239,41,46311,54,1
56,788,85366,153,1
42,209,55231,89,1
72,97,32529,298,1
453,896,46793,461,1
14,530,21037,412,1
16,188,66590,249,1
12,783,73843,366,1
92,326,18109,82,1
21,655,31478,257,1
927,259,88531,158,1
790,1012,83810,24,1
14,1014,81527,494,1
14,764,15348,232,1
44,354,49137,172,1
8,440,99752,148,1
301,573,67323,463,1
72,935,10948,110,1
23,443,11895,444,1
27,576,43886,25,1
42,702,13487,423,1
23,919,9687,466,1
698,686,80567,40,1
56,304,40434,292,1
460,917,48333,402,1
161,717,6085,273,1
21,310,2863,442,1
161,846,41398,292,1
0,165,45764,148,1
0,430,52354,47,1
823,178,13080,312,1
819,104,80356,452,1
317,847,3294,449,1
16,711,30900,88,1
743,103,99931,114,1
8,208,20305,114,1
36,429,91355,131,1
23,962,34142,170,1
6,454,34717,390,1
56,25,19283,152,1
95,537,77907,266,1
12,646,53477,479,1
21,673,73327,172,1
6,656,82191,428,1
42,247,95360,36,1
8,501,11964,124,1
161,902,96200,225,1
12,785,34140,54,1
689,79,30463,70,1
840,532,65093,389,1
12,758,12316,408,1
8,812,66697,52,1
534,330,81071,467,1
65,83,7795,438,1
21,418,82730,226,1
23,335,98490,429,1
16,672,9307,390,1
14,720,97590,497,1
16,642,26954,271,1
68,215,37996,128,1
0,20,13891,423,1
72,418,93354,388,1
65,26,79114,177,1
72,266,2661,198,1
6,853,40290,118,1
8,702,37596,380,1
44,782,94076,393,1
8,666,57986,423,1
72,861,57780,429,1
488,608,86952,267,1
506,286,15126,264,1
19,410,11494,254,1
14,945,54171,331,1
56,627,93463,305,1
922,814,40255,220,1
42,812,34509,413,1
684,863,90602,435,1
388,788,10539,30,1
30,885,38705,134,1
72,644,41005,190,1
23,451,54080,408,1
614,971,9706,301,1
21,734,13961,194,1
8,717,34073,31,1
80,474,95405,50,1
988,22,88347,313,1
379,725,41403,499,1
56,295,98758,36,1
42,706,87474,173,1
0,7,35986,188,1
12,302,48607,457,1
592,689,46566,163,1
0,272,80677,161,1
8,15,66411,436,1
56,368,2573,259,1
27,943,62337,88,1
8,760,54441,326,1
23,606,25987,129,1
42,605,6681,405,1
15,685,42586,294,1
65,191,41233,180,1
44,343,13868,21,1
27,394,88127,17,1
56,974,97580,23,1
273,775,14616,152,1
8,150,87490,250,1
27,785,52692,445,1
72,932,57072,453,1
0,296,99054,400,1
16,405,29860,24,1
845,27,37818,215,1
27,958,72099,426,1
0,832,64064,143,1
19,739,91810,361,1
8,651,10698,197,1
72,982,84553,50,1
72,495,24247,134,1
161,665,73025,284,1
30,886,24128,136,1
4,294,92523,251,1
6,546,21895,294,1
36,132,99498,433,1
161,84,4721,90,1
30,697,29132,358,1
161,742,87499,198,1
478,345,99894,19,1
161,797,37383,106,1
555,13,25113,448,1
36,710,32954,165,1
1019,48,39983,183,1
56,819,9726,207,1
192,690,15677,369,1
56,651,1059,397,1
77,22,16496,282,1
819,246,27983,442,1
127,316,45548,172,1
16,288,23610,472,1
161,378,81916,225,1
6,80,81330,298,1
14,174,32582,430,1
36,630,57269,251,1
8,74,40854,116,1
33,939,37437,270,1
161,375,12133,293,1
861,495,18526,244,1
615,811,10366,223,1
21,202,10525,35,1
56,291,18128,353,1
27,571,73271,238,1
44,440,79685,155,1
19,543,3382,311,1
27,1000,85285,262,1
33,289,6373,328,1
208,433,64207,417,1
403,6,91966,463,1
12,848,9460,271,1
965,57,52168,485,1
161,575,20155,484,1
6,593,43171,467,1
23,431,82023,357,1
65,173,26162,100,1
30,284,12505,16,1
19,852,38587,398,1
56,435,6278,465,1
367,259,39477,164,1
868,493,82278,374,1
4,811,11921,215,1
72,571,43486,230,1
4,49,1948,89,1
42,425,42566,26,1
44,976,20432,325,1
447,305,28483,493,1
161,864,74758,311,1
905,37,27333,150,1
15,145,54377,132,1
27,512,94794,24,1
439,83,31745,342,1
161,986,86133,497,1
21,120,37172,158,1
261,631,71130,267,1
72,599,32854,258,1
33,146,526,434,1
16,439,69851,156,1
72,596,31868,426,1
27,157,31899,252,1
44,539,37728,169,1
6,900,95907,52,1
65,24,27606,449,1
6,65,50078,345,1
201,37,7274,211,1
42,594,25604,116,1
6,716,1294,77,1
36,17,33784,58,1
435,1020,74583,155,1
254,741,73952,439,1
40,411,99696,180,1
36,514,38265,106,1
33,422,23195,186,1
361,671,29255,55,1
27,923,90461,45,1
72,537,80740,341,1
0,706,12111,432,1
12,434,53868,309,1
6,59,14490,130,1
14,217,46129,354,1
577,634,3330,173,1
875,38,64620,337,1
36,707,3548,355,1
65,451,77778,44,1
16,241,13566,403,1
44,955,74619,172,1
12,937,9356,459,1
56,958,78671,47,1
0,738,45981,77,1
36,281,58107,94,1
27,385,64249,261,1
44,472,61274,392,1
690,417,53080,435,1
27,987,67370,85,1
56,57,37751,182,1
72,59,42852,443,1
36,629,20970,484,1
0,90,96794,494,1
161,269,24143,370,1
6,240,22888,441,1
36,420,38932,408,1
161,846,41646,139,1
645,682,42429,339,1
4,384,70112,219,1
19,827,29114,131,1
36,992,76144,51,1
30,802,11414,74,1
175,103,3624,427,1
36,783,53516,215,1
8,119,84441,431,1
4,566,59588,308,1
30,231,16891,15,1
36,107,36281,320,1
30,298,49390,298,1
27,984,74004,59,1
16,1022,69748,376,1
0,20,38940,399,1
373,227,15703,355,1
36,804,40882,71,1
30,631,83696,326,1
296,533,68102,31,1
44,788,31027,166,1
493,119,55794,329,1
12,997,30026,250,1
42,544,7628,459,1
892,294,56835,265,1
734,472,22676,303,1
23,688,61261,456,1
0,305,92177,183,1
19,616,92854,187,1
27,367,4828,291,1
12,389,40127,425,1
33,195,86715,157,1
42,574,81721,293,1
623,412,47245,123,1
161,85,80973,262,1
36,642,5407,353,1
177,643,2651,293,1
72,69,42131,468,1
735,331,59201,416,1
8,31,51751,367,1
56,738,64941,385,1
44,131,226,225,1
663,23,19848,31,1
826,976,97717,143,1
44,593,78096,362,1
27,959,3672,412,1
36,732,60707,113,1
44,69,59538,281,1
56,822,67583,147,1
30,154,43537,289,1
14,892,87184,205,1
4,220,54770,153,1
27,746,24539,287,1
72,667,69021,163,1
4,191,37986,408,1
36,853,77770,419,1
19,143,70758,318,1
30,511,73453,266,1
56,321,71943,335,1
6,434,93692,90,1
65,750,36184,28,1
204,417,87707,57,1
542,477,38891,30,1
654,828,64627,165,1
6,291,67745,422,1
33,922,30187,400,1
608,697,58727,96,1
12,268,31922,121,1
4,474,19097,292,1
21,843,3072,99,1
23,94,97783,467,1
0,936,16926,225,1
27,671,4281,56,1
8,843,74161,18,1
23,761,17699,255,1
285,289,92472,239,1
19,958,16537,355,1
23,142,83395,491,1
33,748,22710,450,1
396,298,33643,28,1
415,821,9989,467,1
30,395,19634,395,1
161,945,86023,142,1
4,702,11636,144,1
44,813,50310,54,1
27,389,9238,141,1
501,856,96541,257,1
6,385,1721,77,1
72,727,52868,241,1
217,763,81846,394,1
178,87,23693,469,1
6,967,95206,492,1
21,749,73444,397,1
8,959,18536,40,1
65,759,57664,406,1
8,681,26531,196,1
19,464,44386,166,1
42,790,60382,214,1
6,770,37968,116,1
14,202,43582,486,1
4,478,5763,183,1
65,546,63270,399,1
21,872,58379,405,1
482,185,25676,120,1
72,966,52121,492,1
23,60,82855,482,1
27,250,56110,123,1
14,871,47868,415,1
16,109,88724,30,1
14,800,20691,319,1
16,171,93669,76,1
12,612,53073,462,1
161,708,69186,145,1
8,425,1107,480,1
4,958,89539,349,1
14,131,21339,117,1
36,702,4978,169,1
44,589,71529,414,1
255,900,39969,37,1
8,585,16671,113,1
65,543,55281,69,1
161,304,55122,125,1
65,385,1245,115,1
23,193,85263,278,1
19,912,68349,237,1
23,777,32422,122,1
898,751,64479,268,1
19,403,18849,499,1
528,547,50773,195,1
341,452,99975,300,1
16,290,35484,65,1
19,609,89208,407,1
6,1013,9069,173,1
0,968,96102,381,1
30,301,62469,85,1
3,143,58936,110,1
36,617,43859,322,1
556,153,71443,287,1
23,711,92508,446,1
33,752,9353,266,1
36,642,55690,256,1
44,558,31378,373,1
8,169,54269,131,1
36,743,26546,191,1
36,308,87931,481,1
19,814,61795,437,1
768,34,50713,365,1
56,291,72665,487,1
8,73,67160,67,1
8,899,12341,58,1
16,766,15607,19,1
272,950,90155,380,1
23,452,92854,277,1
960,503,1467,115,1
23,559,35452,213,1
6,156,82259,489,1
986,519,41410,236,1
56,101,81205,116,1
27,176,72623,382,1
4,107,71534,152,1
634,693,81233,43,1
65,905,52746,467,1
309,756,70277,64,1
27,952,1330,24,1
161,987,6408,50,1
33,161,95922,59,1
72,129,27372,357,1
451,632,67086,149,1
56,740,92121,333,1
8,895,62322,145,1
594,107,32800,420,1
650,37,41425,81,1
763,647,72753,220,1
8,648,64454,407,1
19,904,62090,183,1
135,587,57779,244,1
27,424,35757,93,1
12,310,93073,373,1
36,200,50044,101,1
4,551,37788,234,1
644,792,28432,108,1
16,512,64586,152,1
161,840,55439,221,1
0,540,92013,285,1
33,217,78298,216,1
42,260,31119,345,1
0,222,33507,59,1
42,785,11076,406,1
36,636,24360,128,1
21,145,95379,78,1
4,485,21585,238,1
23,998,22180,387,1
33,391,27773,132,1
8,790,89809,462,1
14,472,37527,36,1
820,525,50998,164,1
23,401,37253,32,1
23,490,51074,258,1
642,410,16742,353,1
23,598,68642,331,1
44,444,66639,374,1
23,987,75407,16,1
472,319,8396,426,1
16,1003,99335,348,1
0,591,84472,318,1
16,715,1725,366,1
27,515,26239,337,1
866,808,46815,193,1
6,417,98106,403,1
21,809,97346,129,1
27,400,65167,480,1
33,261,3406,464,1
21,967,2990,256,1
56,645,84038,453,1
6,563,57941,370,1
184,512,67876,486,1
19,31,78193,93,1
14,350,87742,203,1
72,179,97922,395,1
4,113,20499,457,1
65,858,32706,59,1
65,261,65938,377,1
12,499,43959,128,1
33,1018,96013,416,1
21,885,11707,306,1
161,844,68430,163,1
44,230,9540,431,1
44,830,22956,235,1
33,714,97663,399,1
27,373,25353,61,1
8,436,36835,473,1
33,13,10371,188,1
21,368,72738,328,1
14,98,46093,147,1
829,732,9791,355,1
313,466,92974,401,1
14,360,35883,170,1
72,556,84041,17,1
12,912,93987,234,1
0,936,23138,286,1
16,701,38501,469,1
14,876,36083,262,1
523,70,53767,329,1
303,210,75262,251,1
56,405,6764,149,1
65,917,466,385,1
56,602,71571,386,1
65,42,22489,391,1
65,407,41338,19,1
556,723,30646,342,1
472,239,16770,102,1
964,491,10616,297,1
6,349,86744,66,1
19,88,80268,401,1
33,561,58513,141,1
6,469,56050,130,1
16,346,37520,406,1
380,881,72124,296,1
161,244,41983,53,1
12,865,82283,321,1
461,967,82400,424,1
16,989,84003,331,1
72,519,72227,11,1
517,1006,42443,334,1
21,323,203,214,1
33,576,44271,325,1
0,803,67827,461,1
592,456,77462,52,1
44,916,51341,405,1
33,988,54704,365,1
36,365,6018,80,1
65,115,6279,29,1
161,896,78405,287,1
161,437,50416,278,1
33,614,75639,273,1
201,591,21182,80,1
8,285,99880,91,1
19,377,1727,50,1
19,386,53018,205,1
14,30,10307,309,1
14,918,78222,22,1
161,480,48511,462,1
12,420,49513,103,1
19,952,39930,354,1
16,156,48607,301,1
6,624,84131,209,1
27,754,94480,110,1
284,354,45854,40,1
533,920,51132,94,1
19,311,12668,70,1
12,643,33574,363,1
83,982,12443,447,1
8,641,77525,59,1
12,988,17553,252,1
12,507,84547,305,1
44,499,69676,161,1
161,410,51194,164,1
33,869,90849,26,1
36,613,19244,257,1
23,285,68616,425,1
16,240,53711,380,1
23,242,24263,377,1
56,845,24310,29,1
42,117,85047,164,1
21,905,82788,442,1
0,619,29807,58,1
8,952,4278,205,1
12,123,27157,371,1
662,371,23555,247,1
6,482,9667,379,1
19,958,34383,439,1
27,58,82130,31,1
0,469,34418,403,1
0,163,34555,180,1
16,532,11637,458,1
30,921,36902,476,1
21,611,44337,103,1
8,932,96089,450,1
161,715,44830,78,1
6,758,45461,170,1
16,474,63293,439,1
19,683,39446,136,1
21,579,50962,469,1
272,140,56319,317,1
12,941,46085,385,1
65,773,77741,218,1
804,1016,87944,404,1
16,53,34537,199,1
395,631,47710,396,1
14,892,53745,181,1
33,506,19024,62,1
14,319,18218,451,1
323,294,51789,70,1
454,30,24796,383,1
944,153,98536,230,1
12,974,55041,217,1
36,886,97947,155,1
23,815,47003,427,1
0,177,5337,462,1
124,531,74514,96,1
453,738,61595,40,1
44,156,96202,438,1
19,1023,68406,384,1
6,172,19428,344,1
23,58,38036,386,1
12,1021,27398,189,1
33,375,3038,449,1
14,658,78078,70,1
33,808,62427,435,1
21,770,39370,146,1
33,477,6395,171,1
33,338,38075,433,1
657,151,12902,228,1
619,308,30775,191,1
16,64,35734,386,1
4,258,48798,256,1
12,939,76091,303,1
65,944,70104,322,1
38,195,62173,41,1
30,144,56257,451,1
72,360,88888,13,1
33,672,87139,177,1
0,765,32309,85,1
42,728,13048,467,1
12,655,75920,43,1
690,837,54954,216,1
23,979,70573,326,1
12,112,53740,91,1
23,295,68364,336,1
8,764,91755,223,1
8,592,79117,416,1
21,901,28088,368,1
72,787,60451,20,1
19,738,6229,289,1
4,781,63707,402,1
12,963,13990,428,1
23,638,69398,29,1
44,974,63254,366,1
23,1008,75395,447,1
502,860,40757,272,1
161,340,17290,22,1
161,54,82380,303,1
21,586,15166,482,1
19,740,21073,395,1
14,331,90290,382,1
27,948,47972,164,1
30,237,2204,406,1
0,910,39536,108,1
16,155,37195,297,1
6,961,9557,106,1
0,1021,18852,319,1
36,900,7906,49,1
785,255,66243,499,1
12,40,38194,163,1
161,596,42042,478,1
4,490,59825,17,1
30,998,94452,13,1
44,594,30518,322,1
161,441,95075,335,1
65,767,94448,79,1
33,828,88674,201,1
69,931,91490,488,1
944,236,92606,174,1
19,86,85877,416,1
6,517,52166,317,1
33,589,56691,158,1
744,380,89390,335,1
12,711,82584,263,1
662,454,39861,115,1
493,272,3748,423,1
161,715,89726,28,1
30,431,10019,81,1
94,932,39723,466,1
21,491,1703,273,1
580,658,61502,425,1
8,630,22294,351,1
44,402,787,122,1
0,90,15527,389,1
619,899,84064,117,1
14,807,64907,137,1
16,441,11422,21,1
72,490,52082,258,1
6,922,25629,427,1
23,519,93966,297,1
42,380,36416,290,1
161,531,7521,298,1
27,525,64321,143,1
21,749,55848,209,1
27,656,992,341,1
4,573,70446,121,1
16,648,99738,233,1
6,532,30864,381,1
36,155,91928,131,1
161,35,46135,75,1
14,229,76648,442,1
56,334,76780,288,1
4,167,61044,38,1
0,551,26464,415,1
32,309,83826,159,1
30,712,22324,74,1
36,121,43147,122,1
6,814,19588,256,1
0,71,58465,130,1
30,692,51183,196,1
44,1013,44104,489,1
65,260,51297,409,1
16,865,62198,247,1
98,598,93763,136,1
30,620,62027,478,1
44,75,90481,213,1
72,631,49990,205,1
33,807,87317,385,1
12,715,91405,403,1
42,836,88929,321,1
0,15,25195,66,1
72,128,49119,107,1
556,129,96259,320,1
4,122,29416,302,1
30,487,14646,395,1
44,749,1409,239,1
72,845,18787,393,1
56,464,58080,242,1
14,79,96967,410,1
65,508,35402,427,1
4,11,88132,131,1
1012,964,32501,311,1
30,524,78292,323,1
169,552,84251,376,1
30,476,4432,80,1
1004,182,89373,390,1
161,783,66068,268,1
14,227,63207,105,1
4,266,83346,180,1
33,16,91842,414,1
0,685,71464,402,1
27,776,18734,88,1
306,613,10940,387,1
42,681,73213,422,1
16,483,57762,221,1
579,660,42143,468,1
21,11,5318,161,1
12,774,77645,317,1
8,379,59140,225,1
72,207,79249,248,1
80,630,43552,258,1
219,570,5156,289,1
42,1019,48628,81,1
14,150,39367,113,1
44,516,15882,289,1
12,501,96410,257,1
492,719,69532,446,1
28,679,24370,497,1
14,716,15259,330,1
19,301,14002,101,1
33,525,48870,413,1
23,170,30296,13,1
27,540,95951,88,1
0,266,75765,153,1
30,195,28254,244,1
14,628,70981,97,1
44,790,90134,127,1
23,978,73027,54,1
513,702,59582,415,1
589,623,91428,461,1
30,300,9017,68,1
23,660,52038,277,1
36,62,85239,55,1
72,343,44258,379,1
16,878,31056,279,1
19,266,70665,315,1
96,784,6707,407,1
0,9,96478,339,1
760,946,13781,455,1
280,949,70218,186,1
19,435,58091,425,1
56,569,58160,414,1
23,679,52155,478,1
65,364,87275,293,1
27,652,58983,222,1
65,905,85784,296,1
19,481,48806,492,1
19,987,74097,193,1
65,632,40929,29,1
764,663,27931,357,1
23,536,30956,57,1
44,81,54325,476,1
30,523,59308,93,1
0,989,42576,225,1
56,58,99657,282,1
6,812,63878,142,1
16,1001,92880,118,1
14,925,49577,273,1
0,42,13025,330,1
33,17,105,173,1
21,233,65197,268,1
161,760,45445,419,1
56,240,71421,409,1
36,464,26575,43,1
56,722,20670,117,1
23,607,12744,130,1
4,94,62230,270,1
42,815,99031,468,1
30,21,19575,242,1
22,172,4383,326,1
23,706,55134,112,1
12,698,44282,458,1
8,983,9807,198,1
42,546,34766,432,1
438,506,19137,462,1
680,102,50885,215,1
41,875,8860,90,1
12,490,85392,36,1
8,392,28947,192,1
27,360,31249,433,1
42,582,18399,114,1
12,956,51958,436,1
14,80,49234,275,1
14,783,10186,51,1
7,476,61064,211,1
12,516,73774,62,1
19,875,56241,239,1
27,330,84959,397,1
36,861,47534,64,1
0,52,63600,253,1
19,345,40064,492,1
6,354,42767,155,1
36,588,37204,481,1
44,470,38710,75,1
480,176,34002,193,1
16,69,8774,490,1
42,649,89820,277,1
23,151,56137,84,1
6,440,85901,401,1
33,733,40115,266,1
44,293,94518,221,1
343,105,53195,31,1
44,791,90440,135,1
161,904,1494,128,1
921,263,13510,441,1
19,970,14589,159,1
56,531,89549,203,1
439,252,48715,65,1
6,338,27044,10,1
376,467,6991,251,1
27,83,55390,40,1
27,784,66463,291,1
56,534,7180,220,1
33,217,20299,372,1
520,873,1482,348,1
6,298,80165,329,1
21,456,94289,17,1
19,597,26006,357,1
16,513,2950,236,1
8,410,57563,423,1
856,37,924,447,1
672,878,40300,292,1
924,409,16829,52,1
65,9,99559,87,1
497,715,23800,20,1
533,147,42472,479,1
33,278,46861,238,1
714,439,85459,30,1
12,563,81114,343,1
72,404,43843,200,1
12,502,79141,192,1
33,1008,16689,221,1
72,744,80760,360,1
14,542,81671,445,1
33,952,53011,127,1
56,318,75907,184,1
896,358,53073,333,1
19,444,50844,228,1
598,721,43748,272,1
16,800,89515,411,1
817,307,12590,169,1
86,789,88966,221,1
44,701,14017,80,1
19,691,44779,221,1
4,556,3801,145,1
6,248,98088,464,1
16,685,6561,127,1
23,466,64824,478,1
1003,561,11011,154,1
917,445,56659,17,1
23,907,37461,404,1
33,763,6404,260,1
933,812,51482,128,1
0,398,94488,329,1
8,994,80338,277,1
657,771,8896,336,1
161,468,11639,279,1
4,733,76586,41,1
23,901,25458,84,1
56,367,83058,190,1
731,161,53231,485,1
27,310,63660,76,1
4,455,19705,91,1
42,864,13429,381,1
36,967,18249,110,1
33,615,8708,62,1
56,353,50225,212,1
901,553,81447,473,1
27,842,95060,57,1
161,78,79180,200,1
33,598,59401,78,1
65,815,46944,289,1
16,45,40653,382,1
72,632,10662,437,1
0,22,82465,392,1
0,127,83776,119,1
72,820,44412,349,1
258,234,73768,34,1
65,761,7869,300,1
0,64,83301,19,1
27,456,35094,70,1
42,631,94115,276,1
44,63,58441,13,1
27,288,37930,47,1
161,108,95238,218,1
27,287,11368,310,1
36,440,6486,326,1
262,783,24928,404,1
924,130,46457,21,1
4,268,89444,47,1
19,601,66490,457,1
23,696,1502,304,1
42,384,79078,306,1
897,856,62595,292,1
65,898,63638,293,1
44,719,39921,193,1
14,940,50143,431,1
21,238,27914,51,1
16,683,32853,235,1
33,4,75973,309,1
4,974,61634,191,1
23,702,28948,379,1
12,226,71813,143,1
902,692,16272,457,1
19,301,5596,170,1
8,425,64864,21,1
72,1003,30507,489,1
12,260,58197,161,1
27,667,91792,80,1
1014,128,40868,28,1
56,691,78937,258,1
12,819,83419,243,1
290,624,70186,49,1
33,984,43656,203,1
283,423,10887,406,1
65,638,28504,421,1
12,11,65829,282,1
334,18,87404,68,1
412,903,25241,48,1
65,49,55151,476,1
542,287,41008,290,1
6,270,93266,93,1
161,353,59159,150,1
161,595,76288,357,1
6,448,47846,404,1
8,855,59120,434,1
8,634,36375,206,1
8,862,50543,281,1
44,368,96463,184,1
749,834,33476,460,1
23,470,31603,58,1
14,980,82441,70,1
184,430,45075,460,1
8,514,78429,436,1
87,502,4841,183,1
72,348,10758,57,1
36,474,15338,132,1
42,5,14865,227,1
30,450,69067,34,1
16,743,35168,49,1
0,825,71257,237,1
204,777,74614,202,1
16,338,31397,30,1
464,190,75644,156,1
44,466,94532,373,1
12,618,80469,33,1
14,651,42130,40,1
16,543,41760,103,1
6,821,59572,82,1
21,465,40648,251,1
65,969,55378,298,1
6,167,44770,85,1
23,178,9969,374,1
0,586,56714,374,1
56,942,21941,391,1
42,1009,40702,289,1
27,992,1381,287,1
8,541,42372,335,1
21,32,17258,149,1
161,876,51332,489,1
161,850,77208,384,1
0,25,1378,338,1
16,916,39706,217,1
4,550,43091,168,1
161,234,80045,338,1
44,653,1403,175,1
36,972,87391,473,1
30,267,64905,454,1
16,521,96608,350,1
33,1,57261,373,1
4,891,7938,344,1
16,223,93610,382,1
825,292,32845,360,1
23,558,94724,16,1
65,355,91263,369,1
16,152,87088,471,1
36,688,89253,263,1
333,241,81871,164,1
4,593,37210,30,1
4,1012,23142,317,1
16,801,70741,461,1
65,550,70103,493,1
8,731,80990,159,1
161,551,55161,226,1
16,399,26525,464,1
768,867,40357,481,1
27,738,66953,265,1
676,473,7248,266,1
6,568,5031,195,1
65,20,64890,181,1
23,518,31950,167,1
161,696,89178,388,1
16,338,4570,307,1
21,803,4001,309,1
16,100,17884,295,1
12,663,55353,57,1
8,880,34461,429,1
23,842,21906,333,1
6,990,59873,292,1
356,109,22678,81,1
44,110,51075,434,1
4,871,34815,34,1
674,289,40202,91,1
33,408,14745,307,1
14,994,79514,91,1
33,88,61184,173,1
44,559,85779,334,1
444,261,71309,230,1
253,897,49836,345,1
56,1004,86925,302,1
36,980,1351,180,1
19,574,97794,464,1
27,89,96433,84,1
23,861,74401,114,1
21,431,24183,416,1
545,173,36662,466,1
0,675,97135,108,1
12,786,35806,139,1
8,396,20785,14,1
14,807,25567,256,1
65,749,96110,278,1
23,93,18485,279,1
116,131,50463,152,1
8,877,78017,91,1
388,805,84712,416,1
30,333,52537,36,1
14,4,29444,137,1
19,898,18349,169,1
6,746,59965,335,1
56,659,14342,168,1
12,751,27810,316,1
21,857,69699,198,1
19,436,71933,423,1
136,376,14097,218,1
36,958,46710,387,1
4,649,18828,132,1
23,210,60146,25,1
56,699,38921,450,1
877,856,32077,200,1
65,401,1273,472,1
30,467,7674,412,1
27,185,66784,58,1
6,57,66472,80,1
559,198,20501,87,1
16,410,52724,378,1
65,85,43636,124,1
36,971,64697,76,1
870,19,18800,372,1
23,953,26039,74,1
161,785,21035,137,1
733,769,26032,99,1
954,765,94779,16,1
296,134,7839,356,1
72,518,66055,319,1
161,542,55855,433,1
23,949,55155,329,1
14,964,15833,225,1
42,492,39285,291,1
44,446,1753,33,1
16,587,73228,307,1
2,11,51819,449,1
72,686,79551,191,1
65,204,59549,478,1
14,49,14706,162,1
0,218,95138,374,1
21,727,30186,229,1
27,410,73376,39,1
161,166,11269,482,1
345,148,52626,146,1
12,268,71688,486,1
14,609,3664,141,1
65,160,49243,192,1
36,161,79991,131,1
12,588,56664,375,1
632,302,36427,351,1
36,568,80674,281,1
19,91,44604,264,1
36,102,14562,157,1
8,181,36955,150,1
44,632,88350,426,1
4,248,36393,116,1
56,67,64268,112,1
492,686,12396,418,1
65,682,8769,338,1
21,445,99736,399,1
161,995,59551,125,1
161,432,88312,87,1
72,545,35909,307,1
56,8,85554,369,1
442,352,10796,127,1
30,191,46307,326,1
6,222,14894,93,1
36,946,34455,436,1
623,351,79047,75,1
21,930,31185,276,1
36,507,32980,421,1
161,847,54119,199,1
12,861,78233,76,1
14,1017,89770,239,1
413,935,40160,276,1
33,906,7725,227,1
36,942,33077,60,1
0,877,62259,368,1
16,157,4700,473,1
161,228,52488,407,1
27,993,40509,149,1
23,186,53300,451,1
27,279,49067,234,1
